,ano,uf,genero,mes,numero,numero_mes,data
2226,2021,Mato Grosso do Sul,Masculino,Julho,6,07,2021-07-01
2227,2021,Mato Grosso do Sul,Masculino,Agosto,3,08,2021-08-01
2228,2021,Mato Grosso do Sul,Masculino,Setembro,5,09,2021-09-01
2229,2021,Mato Grosso do Sul,Masculino,Outubro,4,10,2021-10-01
2230,2021,Mato Grosso do Sul,Masculino,Novembro,4,11,2021-11-01
2231,2021,Mato Grosso do Sul,Masculino,Dezembro,5,12,2021-12-01
2232,2021,Mato Grosso,Masculino,Janeiro,12,01,2021-01-01
2233,2021,Mato Grosso,Masculino,Fevereiro,13,02,2021-02-01
2234,2021,Mato Grosso,Masculino,Março,10,03,2021-03-01
2235,2021,Mato Grosso,Masculino,Abril,13,04,2021-04-01
2236,2021,Mato Grosso,Masculino,Maio,8,05,2021-05-01
2237,2021,Mato Grosso,Masculino,Junho,22,06,2021-06-01
2238,2021,Mato Grosso,Masculino,Julho,12,07,2021-07-01
2239,2021,Mato Grosso,Masculino,Agosto,7,08,2021-08-01
2240,2021,Mato Grosso,Masculino,Setembro,31,09,2021-09-01
2241,2021,Mato Grosso,Masculino,Outubro,69,10,2021-10-01
2242,2021,Mato Grosso,Masculino,Novembro,48,11,2021-11-01
2243,2021,Mato Grosso,Masculino,Dezembro,40,12,2021-12-01
2244,2021,Goiás,Masculino,Janeiro,21,01,2021-01-01
2245,2021,Goiás,Masculino,Fevereiro,7,02,2021-02-01
2246,2021,Goiás,Masculino,Março,11,03,2021-03-01
2247,2021,Goiás,Masculino,Abril,8,04,2021-04-01
2248,2021,Goiás,Masculino,Maio,6,05,2021-05-01
2249,2021,Goiás,Masculino,Junho,5,06,2021-06-01
2250,2021,Goiás,Masculino,Julho,12,07,2021-07-01
2251,2021,Goiás,Masculino,Agosto,13,08,2021-08-01
2252,2021,Goiás,Masculino,Setembro,6,09,2021-09-01
2253,2021,Goiás,Masculino,Outubro,8,10,2021-10-01
2254,2021,Goiás,Masculino,Novembro,10,11,2021-11-01
2255,2021,Goiás,Masculino,Dezembro,15,12,2021-12-01
2256,2021,Distrito Federal,Masculino,Janeiro,5,01,2021-01-01
2257,2021,Distrito Federal,Masculino,Fevereiro,8,02,2021-02-01
2258,2021,Distrito Federal,Masculino,Março,6,03,2021-03-01
2259,2021,Distrito Federal,Masculino,Abril,3,04,2021-04-01
2260,2021,Distrito Federal,Masculino,Maio,9,05,2021-05-01
2261,2021,Distrito Federal,Masculino,Junho,7,06,2021-06-01
2262,2021,Distrito Federal,Masculino,Julho,8,07,2021-07-01
2263,2021,Distrito Federal,Masculino,Agosto,11,08,2021-08-01
2264,2021,Distrito Federal,Masculino,Setembro,6,09,2021-09-01
2265,2021,Distrito Federal,Masculino,Outubro,9,10,2021-10-01
2266,2021,Distrito Federal,Masculino,Novembro,6,11,2021-11-01
2267,2021,Distrito Federal,Masculino,Dezembro,9,12,2021-12-01
2268,2019,Rondônia,Feminino,Janeiro,2,01,2019-01-01
2269,2019,Rondônia,Feminino,Fevereiro,3,02,2019-02-01
2270,2019,Rondônia,Feminino,Março,4,03,2019-03-01
2271,2019,Rondônia,Feminino,Abril,4,04,2019-04-01
2272,2019,Rondônia,Feminino,Maio,0,05,2019-05-01
2273,2019,Rondônia,Feminino,Junho,2,06,2019-06-01
2274,2019,Rondônia,Feminino,Julho,2,07,2019-07-01
2275,2019,Rondônia,Feminino,Agosto,1,08,2019-08-01
2276,2019,Rondônia,Feminino,Setembro,2,09,2019-09-01
2277,2019,Rondônia,Feminino,Outubro,3,10,2019-10-01
2278,2019,Rondônia,Feminino,Novembro,3,11,2019-11-01
2279,2019,Rondônia,Feminino,Dezembro,3,12,2019-12-01
2280,2019,Acre,Feminino,Janeiro,1,01,2019-01-01
2281,2019,Acre,Feminino,Fevereiro,1,02,2019-02-01
2282,2019,Acre,Feminino,Março,1,03,2019-03-01
2283,2019,Acre,Feminino,Abril,0,04,2019-04-01
2284,2019,Acre,Feminino,Maio,1,05,2019-05-01
2285,2019,Acre,Feminino,Junho,1,06,2019-06-01
2286,2019,Acre,Feminino,Julho,1,07,2019-07-01
2287,2019,Acre,Feminino,Agosto,1,08,2019-08-01
2288,2019,Acre,Feminino,Setembro,1,09,2019-09-01
2289,2019,Acre,Feminino,Outubro,1,10,2019-10-01
2290,2019,Acre,Feminino,Novembro,0,11,2019-11-01
2291,2019,Acre,Feminino,Dezembro,0,12,2019-12-01
2292,2019,Amazonas,Feminino,Janeiro,3,01,2019-01-01
2293,2019,Amazonas,Feminino,Fevereiro,9,02,2019-02-01
2294,2019,Amazonas,Feminino,Março,2,03,2019-03-01
2295,2019,Amazonas,Feminino,Abril,3,04,2019-04-01
2296,2019,Amazonas,Feminino,Maio,6,05,2019-05-01
2297,2019,Amazonas,Feminino,Junho,5,06,2019-06-01
2298,2019,Amazonas,Feminino,Julho,2,07,2019-07-01
2299,2019,Amazonas,Feminino,Agosto,3,08,2019-08-01
2300,2019,Amazonas,Feminino,Setembro,4,09,2019-09-01
2301,2019,Amazonas,Feminino,Outubro,4,10,2019-10-01
2302,2019,Amazonas,Feminino,Novembro,3,11,2019-11-01
2303,2019,Amazonas,Feminino,Dezembro,2,12,2019-12-01
2304,2019,Roraima,Feminino,Janeiro,0,01,2019-01-01
2305,2019,Roraima,Feminino,Fevereiro,1,02,2019-02-01
2306,2019,Roraima,Feminino,Março,0,03,2019-03-01
2307,2019,Roraima,Feminino,Abril,1,04,2019-04-01
2308,2019,Roraima,Feminino,Maio,1,05,2019-05-01
2309,2019,Roraima,Feminino,Junho,1,06,2019-06-01
2310,2019,Roraima,Feminino,Julho,0,07,2019-07-01
2311,2019,Roraima,Feminino,Agosto,6,08,2019-08-01
2312,2019,Roraima,Feminino,Setembro,0,09,2019-09-01
2313,2019,Roraima,Feminino,Outubro,0,10,2019-10-01
2314,2019,Roraima,Feminino,Novembro,0,11,2019-11-01
2315,2019,Roraima,Feminino,Dezembro,1,12,2019-12-01
2316,2019,Pará,Feminino,Janeiro,14,01,2019-01-01
2317,2019,Pará,Feminino,Fevereiro,9,02,2019-02-01
2318,2019,Pará,Feminino,Março,9,03,2019-03-01
2319,2019,Pará,Feminino,Abril,6,04,2019-04-01
2320,2019,Pará,Feminino,Maio,2,05,2019-05-01
2321,2019,Pará,Feminino,Junho,5,06,2019-06-01
2322,2019,Pará,Feminino,Julho,11,07,2019-07-01
2323,2019,Pará,Feminino,Agosto,6,08,2019-08-01
2324,2019,Pará,Feminino,Setembro,5,09,2019-09-01
2325,2019,Pará,Feminino,Outubro,6,10,2019-10-01
2326,2019,Pará,Feminino,Novembro,11,11,2019-11-01
2327,2019,Pará,Feminino,Dezembro,12,12,2019-12-01
2328,2019,Amapá,Feminino,Janeiro,0,01,2019-01-01
2329,2019,Amapá,Feminino,Fevereiro,5,02,2019-02-01
2330,2019,Amapá,Feminino,Março,2,03,2019-03-01
2331,2019,Amapá,Feminino,Abril,0,04,2019-04-01
2332,2019,Amapá,Feminino,Maio,0,05,2019-05-01
2333,2019,Amapá,Feminino,Junho,0,06,2019-06-01
2334,2019,Amapá,Feminino,Julho,0,07,2019-07-01
2335,2019,Amapá,Feminino,Agosto,2,08,2019-08-01
2336,2019,Amapá,Feminino,Setembro,0,09,2019-09-01
2337,2019,Amapá,Feminino,Outubro,1,10,2019-10-01
2338,2019,Amapá,Feminino,Novembro,1,11,2019-11-01
2339,2019,Amapá,Feminino,Dezembro,1,12,2019-12-01
2340,2019,Tocantins,Feminino,Janeiro,0,01,2019-01-01
2341,2019,Tocantins,Feminino,Fevereiro,1,02,2019-02-01
2342,2019,Tocantins,Feminino,Março,2,03,2019-03-01
2343,2019,Tocantins,Feminino,Abril,1,04,2019-04-01
2344,2019,Tocantins,Feminino,Maio,1,05,2019-05-01
2345,2019,Tocantins,Feminino,Junho,0,06,2019-06-01
2346,2019,Tocantins,Feminino,Julho,2,07,2019-07-01
2347,2019,Tocantins,Feminino,Agosto,0,08,2019-08-01
2348,2019,Tocantins,Feminino,Setembro,0,09,2019-09-01
2349,2019,Tocantins,Feminino,Outubro,3,10,2019-10-01
2350,2019,Tocantins,Feminino,Novembro,2,11,2019-11-01
2351,2019,Tocantins,Feminino,Dezembro,1,12,2019-12-01
2352,2019,Maranhão,Feminino,Janeiro,6,01,2019-01-01
2353,2019,Maranhão,Feminino,Fevereiro,4,02,2019-02-01
2354,2019,Maranhão,Feminino,Março,0,03,2019-03-01
2355,2019,Maranhão,Feminino,Abril,2,04,2019-04-01
2356,2019,Maranhão,Feminino,Maio,1,05,2019-05-01
2357,2019,Maranhão,Feminino,Junho,1,06,2019-06-01
2358,2019,Maranhão,Feminino,Julho,2,07,2019-07-01
2359,2019,Maranhão,Feminino,Agosto,1,08,2019-08-01
2360,2019,Maranhão,Feminino,Setembro,2,09,2019-09-01
2361,2019,Maranhão,Feminino,Outubro,1,10,2019-10-01
2362,2019,Maranhão,Feminino,Novembro,2,11,2019-11-01
2363,2019,Maranhão,Feminino,Dezembro,0,12,2019-12-01
2364,2019,Piauí,Feminino,Janeiro,2,01,2019-01-01
2365,2019,Piauí,Feminino,Fevereiro,4,02,2019-02-01
2366,2019,Piauí,Feminino,Março,2,03,2019-03-01
2367,2019,Piauí,Feminino,Abril,2,04,2019-04-01
2368,2019,Piauí,Feminino,Maio,4,05,2019-05-01
2369,2019,Piauí,Feminino,Junho,3,06,2019-06-01
2370,2019,Piauí,Feminino,Julho,2,07,2019-07-01
2371,2019,Piauí,Feminino,Agosto,1,08,2019-08-01
2372,2019,Piauí,Feminino,Setembro,1,09,2019-09-01
2373,2019,Piauí,Feminino,Outubro,3,10,2019-10-01
2374,2019,Piauí,Feminino,Novembro,1,11,2019-11-01
2375,2019,Piauí,Feminino,Dezembro,2,12,2019-12-01
2376,2019,Ceará,Feminino,Janeiro,36,01,2019-01-01
2377,2019,Ceará,Feminino,Fevereiro,18,02,2019-02-01
2378,2019,Ceará,Feminino,Março,18,03,2019-03-01
2379,2019,Ceará,Feminino,Abril,10,04,2019-04-01
2380,2019,Ceará,Feminino,Maio,10,05,2019-05-01
2381,2019,Ceará,Feminino,Junho,14,06,2019-06-01
2382,2019,Ceará,Feminino,Julho,17,07,2019-07-01
2383,2019,Ceará,Feminino,Agosto,9,08,2019-08-01
2384,2019,Ceará,Feminino,Setembro,16,09,2019-09-01
2385,2019,Ceará,Feminino,Outubro,15,10,2019-10-01
2386,2019,Ceará,Feminino,Novembro,10,11,2019-11-01
2387,2019,Ceará,Feminino,Dezembro,26,12,2019-12-01
2388,2019,Rio Grande do Norte,Feminino,Janeiro,10,01,2019-01-01
2389,2019,Rio Grande do Norte,Feminino,Fevereiro,9,02,2019-02-01
2390,2019,Rio Grande do Norte,Feminino,Março,0,03,2019-03-01
2391,2019,Rio Grande do Norte,Feminino,Abril,9,04,2019-04-01
2392,2019,Rio Grande do Norte,Feminino,Maio,6,05,2019-05-01
2393,2019,Rio Grande do Norte,Feminino,Junho,5,06,2019-06-01
2394,2019,Rio Grande do Norte,Feminino,Julho,2,07,2019-07-01
2395,2019,Rio Grande do Norte,Feminino,Agosto,4,08,2019-08-01
2396,2019,Rio Grande do Norte,Feminino,Setembro,7,09,2019-09-01
2397,2019,Rio Grande do Norte,Feminino,Outubro,7,10,2019-10-01
2398,2019,Rio Grande do Norte,Feminino,Novembro,3,11,2019-11-01
2399,2019,Rio Grande do Norte,Feminino,Dezembro,9,12,2019-12-01
2400,2019,Paraíba,Feminino,Janeiro,36,01,2019-01-01
2401,2019,Paraíba,Feminino,Fevereiro,2,02,2019-02-01
2402,2019,Paraíba,Feminino,Março,3,03,2019-03-01
2403,2019,Paraíba,Feminino,Abril,2,04,2019-04-01
2404,2019,Paraíba,Feminino,Maio,5,05,2019-05-01
2405,2019,Paraíba,Feminino,Junho,4,06,2019-06-01
2406,2019,Paraíba,Feminino,Julho,3,07,2019-07-01
2407,2019,Paraíba,Feminino,Agosto,4,08,2019-08-01
2408,2019,Paraíba,Feminino,Setembro,2,09,2019-09-01
2409,2019,Paraíba,Feminino,Outubro,4,10,2019-10-01
2410,2019,Paraíba,Feminino,Novembro,6,11,2019-11-01
2411,2019,Paraíba,Feminino,Dezembro,12,12,2019-12-01
2412,2019,Pernambuco,Feminino,Janeiro,25,01,2019-01-01
2413,2019,Pernambuco,Feminino,Fevereiro,31,02,2019-02-01
2414,2019,Pernambuco,Feminino,Março,12,03,2019-03-01
2415,2019,Pernambuco,Feminino,Abril,16,04,2019-04-01
2416,2019,Pernambuco,Feminino,Maio,15,05,2019-05-01
2417,2019,Pernambuco,Feminino,Junho,11,06,2019-06-01
2418,2019,Pernambuco,Feminino,Julho,22,07,2019-07-01
2419,2019,Pernambuco,Feminino,Agosto,14,08,2019-08-01
2420,2019,Pernambuco,Feminino,Setembro,12,09,2019-09-01
2421,2019,Pernambuco,Feminino,Outubro,17,10,2019-10-01
2422,2019,Pernambuco,Feminino,Novembro,19,11,2019-11-01
2423,2019,Pernambuco,Feminino,Dezembro,23,12,2019-12-01
2424,2019,Alagoas,Feminino,Janeiro,7,01,2019-01-01
2425,2019,Alagoas,Feminino,Fevereiro,0,02,2019-02-01
2426,2019,Alagoas,Feminino,Março,4,03,2019-03-01
2427,2019,Alagoas,Feminino,Abril,2,04,2019-04-01
2428,2019,Alagoas,Feminino,Maio,3,05,2019-05-01
2429,2019,Alagoas,Feminino,Junho,2,06,2019-06-01
2430,2019,Alagoas,Feminino,Julho,5,07,2019-07-01
2431,2019,Alagoas,Feminino,Agosto,5,08,2019-08-01
2432,2019,Alagoas,Feminino,Setembro,8,09,2019-09-01
2433,2019,Alagoas,Feminino,Outubro,5,10,2019-10-01
2434,2019,Alagoas,Feminino,Novembro,4,11,2019-11-01
2435,2019,Alagoas,Feminino,Dezembro,8,12,2019-12-01
2436,2019,Sergipe,Feminino,Janeiro,3,01,2019-01-01
2437,2019,Sergipe,Feminino,Fevereiro,3,02,2019-02-01
2438,2019,Sergipe,Feminino,Março,2,03,2019-03-01
2439,2019,Sergipe,Feminino,Abril,3,04,2019-04-01
2440,2019,Sergipe,Feminino,Maio,1,05,2019-05-01
2441,2019,Sergipe,Feminino,Junho,0,06,2019-06-01
2442,2019,Sergipe,Feminino,Julho,1,07,2019-07-01
2443,2019,Sergipe,Feminino,Agosto,2,08,2019-08-01
2444,2019,Sergipe,Feminino,Setembro,1,09,2019-09-01
2445,2019,Sergipe,Feminino,Outubro,1,10,2019-10-01
2446,2019,Sergipe,Feminino,Novembro,1,11,2019-11-01
2447,2019,Sergipe,Feminino,Dezembro,3,12,2019-12-01
2448,2019,Bahia,Feminino,Janeiro,23,01,2019-01-01
2449,2019,Bahia,Feminino,Fevereiro,29,02,2019-02-01
2450,2019,Bahia,Feminino,Março,7,03,2019-03-01
2451,2019,Bahia,Feminino,Abril,13,04,2019-04-01
2452,2019,Bahia,Feminino,Maio,15,05,2019-05-01
2453,2019,Bahia,Feminino,Junho,16,06,2019-06-01
2454,2019,Bahia,Feminino,Julho,15,07,2019-07-01
2455,2019,Bahia,Feminino,Agosto,18,08,2019-08-01
2456,2019,Bahia,Feminino,Setembro,16,09,2019-09-01
2457,2019,Bahia,Feminino,Outubro,16,10,2019-10-01
2458,2019,Bahia,Feminino,Novembro,19,11,2019-11-01
2459,2019,Bahia,Feminino,Dezembro,12,12,2019-12-01
2460,2019,Minas Gerais,Feminino,Janeiro,79,01,2019-01-01
2461,2019,Minas Gerais,Feminino,Fevereiro,44,02,2019-02-01
2462,2019,Minas Gerais,Feminino,Março,40,03,2019-03-01
2463,2019,Minas Gerais,Feminino,Abril,25,04,2019-04-01
2464,2019,Minas Gerais,Feminino,Maio,27,05,2019-05-01
2465,2019,Minas Gerais,Feminino,Junho,33,06,2019-06-01
2466,2019,Minas Gerais,Feminino,Julho,40,07,2019-07-01
2467,2019,Minas Gerais,Feminino,Agosto,15,08,2019-08-01
2468,2019,Minas Gerais,Feminino,Setembro,52,09,2019-09-01
2469,2019,Minas Gerais,Feminino,Outubro,45,10,2019-10-01
2470,2019,Minas Gerais,Feminino,Novembro,28,11,2019-11-01
2471,2019,Minas Gerais,Feminino,Dezembro,36,12,2019-12-01
2472,2019,Espírito Santo,Feminino,Janeiro,11,01,2019-01-01
2473,2019,Espírito Santo,Feminino,Fevereiro,11,02,2019-02-01
2474,2019,Espírito Santo,Feminino,Março,6,03,2019-03-01
2475,2019,Espírito Santo,Feminino,Abril,4,04,2019-04-01
2476,2019,Espírito Santo,Feminino,Maio,5,05,2019-05-01
2477,2019,Espírito Santo,Feminino,Junho,2,06,2019-06-01
2478,2019,Espírito Santo,Feminino,Julho,7,07,2019-07-01
2479,2019,Espírito Santo,Feminino,Agosto,6,08,2019-08-01
2480,2019,Espírito Santo,Feminino,Setembro,8,09,2019-09-01
2481,2019,Espírito Santo,Feminino,Outubro,7,10,2019-10-01
2482,2019,Espírito Santo,Feminino,Novembro,12,11,2019-11-01
2483,2019,Espírito Santo,Feminino,Dezembro,8,12,2019-12-01
2484,2019,Rio de Janeiro,Feminino,Janeiro,76,01,2019-01-01
2485,2019,Rio de Janeiro,Feminino,Fevereiro,82,02,2019-02-01
2486,2019,Rio de Janeiro,Feminino,Março,60,03,2019-03-01
2487,2019,Rio de Janeiro,Feminino,Abril,55,04,2019-04-01
2488,2019,Rio de Janeiro,Feminino,Maio,53,05,2019-05-01
2489,2019,Rio de Janeiro,Feminino,Junho,33,06,2019-06-01
2490,2019,Rio de Janeiro,Feminino,Julho,26,07,2019-07-01
2491,2019,Rio de Janeiro,Feminino,Agosto,25,08,2019-08-01
2492,2019,Rio de Janeiro,Feminino,Setembro,30,09,2019-09-01
2493,2019,Rio de Janeiro,Feminino,Outubro,43,10,2019-10-01
2494,2019,Rio de Janeiro,Feminino,Novembro,40,11,2019-11-01
2495,2019,Rio de Janeiro,Feminino,Dezembro,45,12,2019-12-01
2496,2019,São Paulo,Feminino,Janeiro,339,01,2019-01-01
2497,2019,São Paulo,Feminino,Fevereiro,216,02,2019-02-01
2498,2019,São Paulo,Feminino,Março,183,03,2019-03-01
2499,2019,São Paulo,Feminino,Abril,128,04,2019-04-01
2500,2019,São Paulo,Feminino,Maio,159,05,2019-05-01
2501,2019,São Paulo,Feminino,Junho,150,06,2019-06-01
2502,2019,São Paulo,Feminino,Julho,113,07,2019-07-01
2503,2019,São Paulo,Feminino,Agosto,151,08,2019-08-01
2504,2019,São Paulo,Feminino,Setembro,147,09,2019-09-01
2505,2019,São Paulo,Feminino,Outubro,164,10,2019-10-01
2506,2019,São Paulo,Feminino,Novembro,205,11,2019-11-01
2507,2019,São Paulo,Feminino,Dezembro,165,12,2019-12-01
2508,2019,Paraná,Feminino,Janeiro,26,01,2019-01-01
2509,2019,Paraná,Feminino,Fevereiro,37,02,2019-02-01
2510,2019,Paraná,Feminino,Março,25,03,2019-03-01
2511,2019,Paraná,Feminino,Abril,19,04,2019-04-01
2512,2019,Paraná,Feminino,Maio,18,05,2019-05-01
2513,2019,Paraná,Feminino,Junho,13,06,2019-06-01
2514,2019,Paraná,Feminino,Julho,14,07,2019-07-01
2515,2019,Paraná,Feminino,Agosto,18,08,2019-08-01
2516,2019,Paraná,Feminino,Setembro,16,09,2019-09-01
2517,2019,Paraná,Feminino,Outubro,19,10,2019-10-01
2518,2019,Paraná,Feminino,Novembro,14,11,2019-11-01
2519,2019,Paraná,Feminino,Dezembro,21,12,2019-12-01
2520,2019,Santa Catarina,Feminino,Janeiro,29,01,2019-01-01
2521,2019,Santa Catarina,Feminino,Fevereiro,29,02,2019-02-01
2522,2019,Santa Catarina,Feminino,Março,16,03,2019-03-01
2523,2019,Santa Catarina,Feminino,Abril,14,04,2019-04-01
2524,2019,Santa Catarina,Feminino,Maio,11,05,2019-05-01
2525,2019,Santa Catarina,Feminino,Junho,11,06,2019-06-01
2526,2019,Santa Catarina,Feminino,Julho,11,07,2019-07-01
2527,2019,Santa Catarina,Feminino,Agosto,12,08,2019-08-01
2528,2019,Santa Catarina,Feminino,Setembro,12,09,2019-09-01
2529,2019,Santa Catarina,Feminino,Outubro,11,10,2019-10-01
2530,2019,Santa Catarina,Feminino,Novembro,21,11,2019-11-01
2531,2019,Santa Catarina,Feminino,Dezembro,18,12,2019-12-01
2532,2019,Rio Grande do Sul,Feminino,Janeiro,39,01,2019-01-01
2533,2019,Rio Grande do Sul,Feminino,Fevereiro,40,02,2019-02-01
2534,2019,Rio Grande do Sul,Feminino,Março,20,03,2019-03-01
2535,2019,Rio Grande do Sul,Feminino,Abril,14,04,2019-04-01
2536,2019,Rio Grande do Sul,Feminino,Maio,12,05,2019-05-01
2537,2019,Rio Grande do Sul,Feminino,Junho,11,06,2019-06-01
2538,2019,Rio Grande do Sul,Feminino,Julho,13,07,2019-07-01
2539,2019,Rio Grande do Sul,Feminino,Agosto,16,08,2019-08-01
2540,2019,Rio Grande do Sul,Feminino,Setembro,15,09,2019-09-01
2541,2019,Rio Grande do Sul,Feminino,Outubro,10,10,2019-10-01
2542,2019,Rio Grande do Sul,Feminino,Novembro,7,11,2019-11-01
2543,2019,Rio Grande do Sul,Feminino,Dezembro,14,12,2019-12-01
2544,2019,Mato Grosso do Sul,Feminino,Janeiro,9,01,2019-01-01
2545,2019,Mato Grosso do Sul,Feminino,Fevereiro,11,02,2019-02-01
2546,2019,Mato Grosso do Sul,Feminino,Março,4,03,2019-03-01
2547,2019,Mato Grosso do Sul,Feminino,Abril,14,04,2019-04-01
2548,2019,Mato Grosso do Sul,Feminino,Maio,7,05,2019-05-01
2549,2019,Mato Grosso do Sul,Feminino,Junho,12,06,2019-06-01
2550,2019,Mato Grosso do Sul,Feminino,Julho,6,07,2019-07-01
2551,2019,Mato Grosso do Sul,Feminino,Agosto,8,08,2019-08-01
2552,2019,Mato Grosso do Sul,Feminino,Setembro,5,09,2019-09-01
2553,2019,Mato Grosso do Sul,Feminino,Outubro,7,10,2019-10-01
2554,2019,Mato Grosso do Sul,Feminino,Novembro,7,11,2019-11-01
2555,2019,Mato Grosso do Sul,Feminino,Dezembro,11,12,2019-12-01
2556,2019,Mato Grosso,Feminino,Janeiro,5,01,2019-01-01
2557,2019,Mato Grosso,Feminino,Fevereiro,0,02,2019-02-01
2558,2019,Mato Grosso,Feminino,Março,2,03,2019-03-01
2559,2019,Mato Grosso,Feminino,Abril,2,04,2019-04-01
2560,2019,Mato Grosso,Feminino,Maio,3,05,2019-05-01
2561,2019,Mato Grosso,Feminino,Junho,9,06,2019-06-01
2562,2019,Mato Grosso,Feminino,Julho,1,07,2019-07-01
2563,2019,Mato Grosso,Feminino,Agosto,2,08,2019-08-01
2564,2019,Mato Grosso,Feminino,Setembro,0,09,2019-09-01
2565,2019,Mato Grosso,Feminino,Outubro,2,10,2019-10-01
2566,2019,Mato Grosso,Feminino,Novembro,3,11,2019-11-01
2567,2019,Mato Grosso,Feminino,Dezembro,1,12,2019-12-01
2568,2019,Goiás,Feminino,Janeiro,8,01,2019-01-01
2569,2019,Goiás,Feminino,Fevereiro,5,02,2019-02-01
2570,2019,Goiás,Feminino,Março,4,03,2019-03-01
2571,2019,Goiás,Feminino,Abril,4,04,2019-04-01
2572,2019,Goiás,Feminino,Maio,6,05,2019-05-01
2573,2019,Goiás,Feminino,Junho,4,06,2019-06-01
2574,2019,Goiás,Feminino,Julho,3,07,2019-07-01
2575,2019,Goiás,Feminino,Agosto,2,08,2019-08-01
2576,2019,Goiás,Feminino,Setembro,4,09,2019-09-01
2577,2019,Goiás,Feminino,Outubro,9,10,2019-10-01
2578,2019,Goiás,Feminino,Novembro,17,11,2019-11-01
2579,2019,Goiás,Feminino,Dezembro,11,12,2019-12-01
2580,2019,Distrito Federal,Feminino,Janeiro,26,01,2019-01-01
2581,2019,Distrito Federal,Feminino,Fevereiro,22,02,2019-02-01
2582,2019,Distrito Federal,Feminino,Março,16,03,2019-03-01
2583,2019,Distrito Federal,Feminino,Abril,11,04,2019-04-01
2584,2019,Distrito Federal,Feminino,Maio,9,05,2019-05-01
2585,2019,Distrito Federal,Feminino,Junho,7,06,2019-06-01
2586,2019,Distrito Federal,Feminino,Julho,10,07,2019-07-01
2587,2019,Distrito Federal,Feminino,Agosto,7,08,2019-08-01
2588,2019,Distrito Federal,Feminino,Setembro,9,09,2019-09-01
2589,2019,Distrito Federal,Feminino,Outubro,13,10,2019-10-01
2590,2019,Distrito Federal,Feminino,Novembro,11,11,2019-11-01
2591,2019,Distrito Federal,Feminino,Dezembro,7,12,2019-12-01
2592,2015,Rondônia,Feminino,Janeiro,2,01,2015-01-01
2593,2015,Rondônia,Feminino,Fevereiro,1,02,2015-02-01
2594,2015,Rondônia,Feminino,Março,0,03,2015-03-01
2595,2015,Rondônia,Feminino,Abril,1,04,2015-04-01
2596,2015,Rondônia,Feminino,Maio,0,05,2015-05-01
2597,2015,Rondônia,Feminino,Junho,3,06,2015-06-01
2598,2015,Rondônia,Feminino,Julho,0,07,2015-07-01
2599,2015,Rondônia,Feminino,Agosto,1,08,2015-08-01
2600,2015,Rondônia,Feminino,Setembro,1,09,2015-09-01
2601,2015,Rondônia,Feminino,Outubro,0,10,2015-10-01
2602,2015,Rondônia,Feminino,Novembro,1,11,2015-11-01
2603,2015,Rondônia,Feminino,Dezembro,1,12,2015-12-01
2604,2015,Acre,Feminino,Janeiro,0,01,2015-01-01
2605,2015,Acre,Feminino,Fevereiro,0,02,2015-02-01
2606,2015,Acre,Feminino,Março,0,03,2015-03-01
2607,2015,Acre,Feminino,Abril,0,04,2015-04-01
2608,2015,Acre,Feminino,Maio,0,05,2015-05-01
2609,2015,Acre,Feminino,Junho,0,06,2015-06-01
2610,2015,Acre,Feminino,Julho,1,07,2015-07-01
2611,2015,Acre,Feminino,Agosto,1,08,2015-08-01
2612,2015,Acre,Feminino,Setembro,1,09,2015-09-01
2613,2015,Acre,Feminino,Outubro,0,10,2015-10-01
2614,2015,Acre,Feminino,Novembro,1,11,2015-11-01
2615,2015,Acre,Feminino,Dezembro,2,12,2015-12-01
2616,2015,Amazonas,Feminino,Janeiro,2,01,2015-01-01
2617,2015,Amazonas,Feminino,Fevereiro,3,02,2015-02-01
2618,2015,Amazonas,Feminino,Março,2,03,2015-03-01
2619,2015,Amazonas,Feminino,Abril,2,04,2015-04-01
2620,2015,Amazonas,Feminino,Maio,3,05,2015-05-01
2621,2015,Amazonas,Feminino,Junho,3,06,2015-06-01
2622,2015,Amazonas,Feminino,Julho,28,07,2015-07-01
2623,2015,Amazonas,Feminino,Agosto,5,08,2015-08-01
2624,2015,Amazonas,Feminino,Setembro,3,09,2015-09-01
2625,2015,Amazonas,Feminino,Outubro,2,10,2015-10-01
2626,2015,Amazonas,Feminino,Novembro,1,11,2015-11-01
2627,2015,Amazonas,Feminino,Dezembro,0,12,2015-12-01
2628,2015,Roraima,Feminino,Janeiro,0,01,2015-01-01
2629,2015,Roraima,Feminino,Fevereiro,0,02,2015-02-01
2630,2015,Roraima,Feminino,Março,0,03,2015-03-01
2631,2015,Roraima,Feminino,Abril,1,04,2015-04-01
2632,2015,Roraima,Feminino,Maio,0,05,2015-05-01
2633,2015,Roraima,Feminino,Junho,1,06,2015-06-01
2634,2015,Roraima,Feminino,Julho,0,07,2015-07-01
2635,2015,Roraima,Feminino,Agosto,0,08,2015-08-01
2636,2015,Roraima,Feminino,Setembro,2,09,2015-09-01
2637,2015,Roraima,Feminino,Outubro,0,10,2015-10-01
2638,2015,Roraima,Feminino,Novembro,1,11,2015-11-01
2639,2015,Roraima,Feminino,Dezembro,1,12,2015-12-01
2640,2015,Pará,Feminino,Janeiro,0,01,2015-01-01
2641,2015,Pará,Feminino,Fevereiro,0,02,2015-02-01
2642,2015,Pará,Feminino,Março,2,03,2015-03-01
